,Unnamed: 0.1,Unnamed: 0,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
13,195,498,37.6,25.2,29.0,19.2,27.1,14.0,11.0,18.9,13.2,105.0,89.0,71.2,86.1,93.5,56.1,30.2,24.4,37.0,37.5,22.6,15.7,22,67.3,169.5,0
14,67,309,39.4,29.2,34.7,18.0,28.3,13.4,10.5,19.8,13.1,104.8,93.9,81.0,93.2,105.9,65.5,31.3,26.8,38.1,37.7,21.7,15.9,19,74.3,160.0,0
15,442,98,43.9,27.0,33.5,22.3,31.0,13.2,10.4,19.1,13.1,113.0,98.4,81.0,80.5,96.2,56.0,32.0,27.4,37.0,35.5,24.0,16.5,21,75.7,182.1,1
16,121,289,37.6,28.7,30.8,19.0,25.2,13.1,11.5,18.6,13.6,101.2,87.6,67.9,82.7,93.5,57.0,29.6,24.5,37.1,36.3,20.6,15.2,24,58.5,163.8,0
17,461,145,44.2,30.4,36.5,21.6,31.5,15.4,11.6,20.4,15.4,123.1,107.3,101.6,103.8,110.0,57.8,34.9,28.9,40.3,40.0,23.7,18.1,46,94.5,184.2,1
18,189,351,35.0,25.6,32.5,17.9,27.0,12.6,9.8,18.6,12.9,104.5,89.5,75.0,95.0,104.9,63.2,29.6,23.9,37.6,36.6,22.0,15.1,20,69.0,168.9,0
19,187,288,37.6,27.3,32.0,18.0,25.6,12.4,9.4,18.8,13.6,100.5,84.4,66.9,79.7,98.8,59.2,28.5,23.7,35.9,34.6,20.0,15.1,23,62.3,168.9,0
20,428,205,40.7,27.8,34.0,21.1,29.4,15.6,12.0,21.2,16.4,111.7,101.2,88.8,90.8,101.3,62.5,35.2,28.9,40.6,39.2,23.0,17.5,40,85.5,180.3,1
21,459,222,44.4,24.0,30.2,20.6,32.0,14.2,11.2,20.2,14.5,124.4,105.0,79.5,85.8,92.7,51.8,36.2,27.0,33.9,28.9,20.3,15.8,39,77.3,184.2,1
22,342,188,41.3,27.3,32.2,20.2,28.3,13.8,11.4,18.0,13.0,108.6,97.1,82.9,88.1,91.2,51.7,30.7,25.7,33.9,33.4,21.2,16.7,49,69.1,175.3,1
23,433,83,43.0,26.5,31.6,20.6,29.5,13.4,10.4,18.8,13.6,113.2,94.7,77.5,80.5,92.0,54.2,30.9,26.6,36.5,35.8,21.3,16.5,25,72.7,180.6,1
24,251,442,36.2,31.1,34.7,21.1,26.8,12.9,10.4,18.6,14.0,102.1,95.8,85.4,105.2,109.5,68.3,29.7,24.5,40.3,37.0,22.4,15.3,24,73.6,176.5,0
25,122,435,38.0,28.3,31.1,17.7,26.1,12.2,10.2,17.3,13.0,101.7,85.4,68.3,84.0,94.0,57.3,29.8,24.7,32.7,34.3,21.7,15.4,31,58.6,163.8,0
26,327,15,41.0,26.8,32.2,21.9,28.6,14.9,10.6,17.8,14.0,107.5,101.5,78.0,89.5,95.0,57.0,36.0,29.0,34.5,35.0,22.0,16.5,23,71.0,174.0,1
27,74,299,33.8,28.7,32.2,18.7,25.4,12.0,8.9,17.4,13.0,106.2,91.3,80.0,97.9,104.6,62.7,30.0,23.1,36.3,36.0,21.0,14.6,19,69.1,160.7,0
28,108,482,34.9,31.3,31.7,20.9,31.5,13.0,9.6,17.8,13.7,115.6,109.0,94.2,110.5,103.5,57.8,35.7,25.6,34.8,35.5,19.5,15.0,37,81.8,162.6,0
29,152,403,36.9,27.5,31.1,16.3,26.6,12.8,9.8,18.0,14.0,100.1,81.1,65.5,82.3,90.4,53.3,26.8,22.3,34.2,33.4,21.5,14.5,37,55.0,166.4,0
30,124,376,35.1,23.4,30.6,16.2,26.8,12.1,9.4,16.1,12.2,98.2,82.0,64.1,74.1,96.0,53.7,26.6,23.2,35.2,35.0,21.0,14.8,23,53.8,164.0,0
31,138,419,38.3,26.6,33.3,18.2,26.4,13.1,10.8,20.0,13.8,99.1,82.2,63.8,81.8,97.6,59.0,27.8,23.6,35.9,35.5,22.6,15.4,40,59.1,165.1,0
32,376,102,42.0,28.0,33.0,18.1,28.4,14.3,11.1,20.2,15.2,114.0,88.5,77.0,79.0,93.0,51.7,33.5,27.9,38.4,38.5,22.5,17.5,22,73.2,177.3,1
33,503,166,45.2,32.2,36.0,22.5,33.5,15.8,11.3,20.5,14.8,126.0,111.6,89.1,95.1,104.8,62.7,37.9,31.2,41.1,41.2,27.7,18.1,22,95.9,193.0,1
34,412,133,41.3,29.0,32.2,25.2,30.8,14.4,11.0,19.7,15.8,115.3,105.7,96.5,98.2,97.4,54.3,31.9,28.5,37.7,39.3,24.5,17.1,43,86.4,179.7,1
35,154,421,36.9,29.0,33.5,20.9,30.2,12.7,9.6,18.6,14.2,109.8,97.9,84.9,98.0,102.4,59.9,32.0,25.7,37.6,33.7,21.6,15.5,40,70.7,166.4,0
36,380,152,38.7,26.1,29.2,18.2,24.9,13.6,10.4,17.6,14.2,104.3,86.8,72.9,73.4,89.5,51.0,29.8,24.8,32.6,33.1,22.1,16.3,29,63.6,177.8,1
37,272,129,40.3,30.4,34.2,21.1,34.0,13.6,12.0,19.2,13.8,118.8,108.0,105.2,103.4,108.1,60.5,38.0,30.2,36.9,37.7,21.6,18.3,42,85.9,166.4,1
38,499,13,47.4,29.6,35.7,20.8,31.4,16.1,11.3,21.5,15.4,116.5,103.0,85.0,94.5,103.0,59.0,33.5,29.0,40.5,40.0,26.0,18.0,20,90.0,192.0,1
39,15,481,34.0,25.9,29.4,20.2,24.2,11.4,9.6,16.6,12.6,95.0,86.4,67.4,86.7,98.4,59.1,29.3,23.1,35.6,37.4,22.5,14.4,38,58.2,154.9,0
40,440,37,41.1,27.8,31.4,19.0,31.5,14.5,11.9,18.5,13.0,114.8,97.2,75.0,77.2,91.3,49.5,31.0,26.1,36.3,35.1,21.0,17.0,22,67.2,182.0,1
41,364,90,42.8,27.5,31.5,19.2,31.8,14.1,11.1,19.1,14.7,118.8,98.3,79.9,82.4,87.5,54.4,33.5,27.3,36.8,37.9,22.3,16.6,29,73.0,176.5,1
42,212,330,37.5,27.4,31.2,18.9,26.5,14.0,11.0,19.1,13.5,109.2,88.2,69.0,77.6,96.5,57.6,28.6,25.2,37.0,35.0,22.2,16.2,24,64.8,170.3,0
43,252,280,39.1,29.7,33.7,20.1,29.5,13.2,10.0,20.3,13.6,114.0,99.0,85.0,92.5,106.4,65.6,31.6,26.6,39.6,38.9,23.3,15.9,22,83.0,176.5,0
44,432,86,39.6,27.9,33.3,20.2,29.5,12.6,10.7,18.5,12.9,117.3,97.4,79.6,80.8,95.0,54.2,32.6,27.4,36.5,38.0,21.6,16.6,40,72.5,180.6,1
45,125,323,36.0,28.6,32.0,17.5,24.1,12.8,9.8,18.7,13.8,92.2,79.1,64.6,82.5,94.9,54.0,24.7,21.7,37.4,35.5,21.0,15.0,52,55.7,164.0,0
46,426,246,43.0,27.8,34.2,21.4,31.5,14.3,11.1,21.0,14.8,123.1,104.3,86.3,87.8,103.3,59.7,36.4,30.4,39.3,42.0,27.7,18.4,35,83.2,180.3,1
47,396,12,43.7,29.0,31.3,20.5,29.7,15.0,11.7,20.9,16.0,123.5,99.5,82.6,82.5,95.0,58.5,38.5,30.4,39.0,38.4,24.3,18.2,22,83.6,177.8,1
48,403,124,43.4,32.0,36.2,23.5,35.6,16.1,12.6,23.0,16.3,134.8,118.7,105.2,105.0,115.5,69.9,39.4,32.1,42.2,47.7,27.0,19.2,27,116.4,177.8,1
49,328,60,40.5,29.3,33.7,19.6,29.8,13.8,11.7,19.7,14.4,113.1,97.5,82.9,83.6,95.8,52.6,34.5,27.0,35.2,35.2,21.4,16.5,51,72.2,174.0,1
50,500,69,43.5,33.2,34.0,23.9,34.3,15.8,12.0,18.6,13.2,127.0,108.8,107.1,107.2,108.3,67.0,39.6,30.6,40.0,39.6,24.6,17.7,33,101.6,192.0,1
51,430,118,43.0,30.6,33.8,23.3,35.3,15.6,12.0,21.6,16.4,124.9,115.8,96.0,95.9,103.6,62.2,38.2,30.1,41.2,39.4,25.1,17.7,28,93.2,180.3,1
52,319,134,38.9,27.5,32.9,22.5,33.3,14.6,11.0,20.5,15.3,122.5,112.4,98.4,101.5,107.9,67.4,39.2,30.5,42.6,40.7,25.3,17.5,29,90.9,172.7,1
53,450,46,42.5,27.8,33.5,20.6,30.2,15.9,12.8,22.4,16.3,118.7,105.6,86.6,87.3,103.9,63.2,37.8,29.7,39.0,40.2,24.3,18.9,25,88.7,182.9,1
54,245,444,36.0,30.4,32.9,18.2,24.7,13.4,10.5,19.5,13.6,99.6,85.7,70.8,92.1,96.9,57.9,29.3,24.2,36.5,35.3,20.3,15.4,42,63.6,175.3,0
55,501,95,46.2,31.0,36.0,25.0,33.1,14.6,12.0,20.9,15.1,125.0,110.0,104.0,99.0,111.7,63.2,37.5,29.0,41.2,39.3,24.6,18.6,37,102.3,192.0,1
56,322,30,40.2,27.2,31.7,18.1,26.5,13.3,10.1,18.6,13.2,100.2,84.5,74.0,81.0,93.5,50.5,27.5,24.8,34.0,32.8,21.0,15.6,19,60.9,173.0,1
57,91,283,36.7,22.1,28.3,16.7,27.5,12.3,10.1,16.8,12.4,100.8,82.6,63.2,70.5,89.1,55.8,27.0,23.6,33.6,33.4,20.0,15.6,23,53.6,162.1,0
58,271,131,41.3,26.8,32.2,21.4,31.1,13.6,11.0,19.1,15.0,111.5,104.2,90.9,92.7,100.2,51.8,30.1,26.8,38.1,36.4,23.2,16.3,41,75.0,166.4,1
59,356,85,37.7,29.7,32.7,20.2,28.8,13.3,11.1,18.3,13.2,113.8,96.7,82.0,82.2,92.7,54.6,32.0,27.1,35.6,36.4,20.7,16.2,31,70.9,175.5,1
60,129,319,36.6,27.5,30.0,17.7,24.1,12.0,9.3,17.7,13.2,93.7,79.3,63.2,75.5,85.8,51.6,24.2,22.4,32.5,31.3,18.4,14.7,32,52.3,164.5,0
61,201,284,39.7,31.6,34.5,19.0,24.9,12.7,10.4,18.2,13.1,112.2,94.5,83.6,94.2,104.1,61.5,31.0,25.4,37.2,35.2,22.3,16.1,31,73.2,170.0,0
62,98,450,37.6,27.8,31.1,19.9,25.9,12.9,9.6,17.2,13.8,101.4,87.3,66.9,83.3,90.6,54.4,28.9,23.8,33.9,33.9,20.8,15.5,19,54.5,162.6,0
63,504,3,40.1,28.2,33.3,20.9,31.7,13.9,10.9,19.7,14.1,115.1,97.5,83.2,82.9,95.0,57.3,33.4,28.8,37.0,37.3,21.9,16.9,28,80.7,193.5,1
64,439,218,40.3,30.2,32.2,20.6,29.2,14.5,11.5,20.0,16.9,111.5,98.6,91.6,102.1,106.7,57.8,32.3,27.9,41.8,41.5,27.7,18.1,46,84.5,181.6,1
65,410,240,40.5,29.2,33.5,23.7,31.1,15.2,11.3,20.0,16.1,121.4,109.5,91.9,96.5,103.3,57.7,36.5,29.1,34.6,38.8,25.1,18.9,43,89.1,179.1,1
66,115,367,34.8,20.3,31.0,17.3,26.8,11.6,9.8,17.9,12.4,99.8,81.9,60.2,64.2,91.7,53.3,26.0,23.2,36.0,35.8,21.2,15.2,18,54.0,163.2,0
67,479,33,44.0,31.0,35.3,19.2,31.0,15.2,11.4,21.2,15.1,112.5,90.9,74.0,78.8,96.4,51.8,29.8,27.0,36.4,34.6,22.9,17.0,23,72.4,188.0,1
68,161,290,34.9,28.0,30.8,15.6,24.2,11.2,9.2,17.9,13.2,96.0,81.0,67.8,73.0,92.9,55.8,26.3,23.0,32.3,30.0,18.8,14.3,20,54.5,167.6,0
69,241,471,37.4,29.0,32.9,17.7,23.5,12.7,10.0,18.2,13.8,98.2,84.1,65.9,83.7,96.3,57.0,26.6,23.7,35.6,34.0,21.7,15.1,23,62.3,175.2,0
70,457,7,43.5,30.0,34.0,21.9,31.7,16.1,12.5,20.8,15.6,123.5,106.9,82.0,84.0,101.0,60.9,42.4,32.3,40.1,40.3,23.6,18.8,26,86.4,184.0,1
71,472,62,43.4,32.4,36.4,20.3,32.1,15.6,12.0,20.8,16.3,113.9,99.6,92.5,96.2,103.4,58.5,34.5,28.4,38.4,38.0,22.4,17.2,48,84.8,186.0,1
72,84,492,36.5,26.6,30.8,16.0,24.9,12.6,10.7,17.0,13.0,99.5,86.4,69.1,87.8,95.4,59.5,28.3,24.7,35.6,34.6,23.0,16.6,23,60.9,161.3,0
73,307,42,41.7,27.1,32.6,21.6,28.0,14.1,11.5,19.7,13.8,129.9,110.8,84.9,83.0,102.6,66.4,42.3,30.9,37.0,37.7,22.6,17.5,23,84.7,171.4,1
74,99,454,37.8,28.5,33.5,18.0,27.1,12.9,10.4,18.6,13.4,100.8,84.7,65.0,84.5,94.7,54.8,28.9,24.4,34.7,34.8,22.5,15.3,45,54.5,162.6,0
75,486,177,42.5,31.3,33.1,19.4,32.0,14.8,11.3,20.1,15.5,117.5,103.0,92.1,91.3,103.8,56.6,33.3,27.7,37.1,37.4,22.6,17.1,37,85.9,188.0,1
76,497,244,43.8,32.2,38.0,25.4,32.0,16.0,10.7,21.0,16.8,126.3,103.1,96.5,99.0,111.8,62.3,34.8,27.5,41.7,37.0,24.3,16.7,30,98.2,190.5,1
77,144,457,35.1,29.9,35.3,18.0,28.5,13.8,10.5,20.0,14.3,110.7,95.0,83.4,100.5,107.5,67.4,34.2,28.3,40.9,41.2,23.4,15.6,26,80.9,165.1,0
78,386,117,40.9,28.5,31.3,21.1,29.7,14.3,11.7,19.0,15.6,116.7,102.9,75.9,77.0,93.4,55.0,35.2,28.7,37.0,37.7,24.5,17.3,37,75.5,177.8,1
79,246,433,38.3,30.8,35.6,17.0,26.8,13.6,10.4,19.0,13.6,102.3,89.5,70.0,89.6,98.9,55.0,29.3,25.0,35.6,36.6,22.5,16.4,24,65.5,175.3,0
80,419,172,42.3,27.1,31.7,17.3,29.4,14.4,11.6,21.2,15.8,118.3,100.7,76.5,87.2,96.3,54.2,33.8,27.7,36.4,38.2,23.8,18.2,30,75.5,180.3,1
81,470,202,41.3,31.1,34.9,26.4,30.2,15.0,11.6,18.8,15.8,110.6,104.9,109.2,104.4,101.7,56.4,34.0,29.2,39.3,38.5,24.3,17.4,55,94.1,185.4,1
82,197,253,37.0,28.0,32.0,15.1,25.7,12.5,10.0,17.2,13.2,93.5,79.5,66.5,78.5,94.0,54.0,26.5,22.5,34.0,35.0,23.0,14.5,23,59.0,170.0,0
83,294,38,38.8,27.2,31.6,18.5,25.5,13.4,10.8,19.0,14.0,108.0,91.5,72.1,79.2,91.0,54.9,29.5,24.5,36.1,37.2,22.9,16.0,24,61.3,170.0,1
84,476,175,42.7,28.5,36.7,23.7,30.8,15.8,12.9,19.3,16.0,123.0,107.4,87.6,89.4,106.7,60.9,38.3,31.2,39.0,42.6,25.8,18.8,29,91.8,186.7,1
85,481,191,42.1,31.1,34.9,22.1,31.3,15.2,11.0,19.0,14.4,115.4,103.7,86.0,93.8,97.1,53.1,33.9,27.3,35.7,36.6,22.6,17.5,52,82.7,188.0,1
86,54,262,35.0,26.5,31.6,18.3,23.7,11.5,8.6,16.8,12.2,96.6,76.7,63.4,69.0,87.7,54.0,25.6,21.6,34.4,32.8,19.1,13.8,22,50.0,160.0,0
87,268,113,37.6,24.4,28.3,17.7,24.7,12.9,10.8,18.0,14.3,109.1,94.3,75.0,82.2,88.0,53.8,36.3,28.9,34.5,33.5,23.0,17.1,25,65.0,165.1,1
88,215,259,36.0,25.6,31.5,15.4,25.5,12.8,9.7,17.6,13.2,97.7,77.6,61.0,71.8,91.6,53.0,25.4,22.6,34.0,34.5,20.5,15.3,25,54.2,170.9,0
89,83,292,36.2,27.1,29.9,16.0,24.2,11.8,9.2,17.3,12.6,95.5,88.2,73.1,80.0,94.9,57.2,27.0,24.3,34.9,35.7,22.0,15.1,20,60.3,161.3,0
90,290,203,41.1,27.8,32.0,21.1,30.6,14.8,11.4,17.6,14.2,123.1,109.6,88.4,92.0,95.1,52.5,39.4,29.8,34.5,34.0,22.0,17.0,42,75.0,168.9,1
91,168,480,40.9,28.7,29.2,18.2,27.3,12.9,9.6,16.8,13.4,107.3,93.0,72.3,89.0,92.0,54.7,28.8,23.2,35.0,34.2,20.5,14.8,25,61.4,167.6,0
92,314,110,40.5,24.9,29.7,19.0,30.2,14.4,11.8,19.5,14.9,117.7,99.6,73.3,82.1,89.3,55.4,36.3,32.5,34.3,34.3,22.3,18.4,27,72.3,172.7,1
93,293,36,41.5,24.5,30.5,17.7,26.7,13.3,10.8,18.6,14.0,104.0,85.0,70.5,84.0,90.0,50.0,29.0,26.0,36.0,34.5,21.5,17.0,20,59.5,170.0,1
94,269,158,40.3,25.2,29.2,18.7,28.5,13.2,10.2,18.9,14.3,108.3,89.7,80.6,80.8,90.0,55.5,28.9,25.0,34.6,37.4,23.0,16.4,33,66.4,165.1,1
95,324,25,44.8,27.8,32.2,18.3,31.5,15.2,11.6,19.4,14.7,120.6,101.6,81.4,81.6,98.8,61.3,39.4,31.9,38.5,41.2,22.8,18.2,26,81.8,173.5,1
96,25,266,32.6,25.6,30.0,15.3,22.6,10.3,8.1,16.2,11.6,90.1,73.5,60.5,68.3,88.5,54.0,24.6,20.6,29.0,33.0,19.0,13.2,19,47.8,157.0,0
97,128,504,35.3,28.7,30.4,17.7,25.6,12.4,9.8,17.3,13.6,99.3,87.3,63.5,79.2,89.5,55.2,30.1,23.6,35.6,33.3,22.4,15.2,21,55.5,164.4,0
98,429,210,40.5,29.9,34.9,21.4,32.9,14.5,11.7,20.4,15.0,123.6,107.0,97.0,95.5,104.5,56.6,34.4,28.9,40.0,38.5,24.0,17.0,37,88.6,180.3,1
99,473,4,44.3,29.9,34.0,18.4,28.2,13.9,11.2,20.9,15.0,104.5,97.0,77.8,78.8,94.0,53.0,31.0,26.2,37.0,34.8,23.0,16.6,23,72.6,186.5,1
